,Id,title,link,year,authors,citations,abstract
254,254,An Empirical Study Into the Success of Listed Smart Contracts in Ethereum,/document/8919981/,2019,"['Pieter Hartel', 'Ivan Homoliak', 'Daniël Reijsbergen']",4,"Since it takes time and effort to put a new product or service on the market, one would like to predict whether it will be a success. In general this is not possible, but it is possible to follow best practices in order to maximize the chance of success. A smart contract is intended to encode business logic and is therefore at the heart of every new business on the Ethereum blockchain. We have investigated how to measure the success of smart contracts, and whether successful smart contracts have characteristics that less successful smart contracts lack. The appearance of a smart contract on a listing website such as Etherscan or StateoftheDapps is such a characteristic. In this paper, we present a three-pronged analysis of the relative success of listed smart contracts. First, we have used statistical analysis on the publicly visible transaction history of the Ethereum blockchain to determine that listed contracts are significantly more successful than their unlisted counterparts. Next, we have conducted a survey among more than 200 developers via an anonymous online survey about their experience with the listing process. A significant majority of respondents do not believe that listing a contract itself contributes to its success, but they believe that the extra attention that is typically paid in tandem with the listing process does contribute. Finally, based on the respondents' answers, we have drafted 10 recommendations for developers and validated them by submitting them to an international panel of experts."
255,255,A Comprehensive Study of the IoT Cybersecurity in Smart Cities,/document/9303356/,2020,"['Roberto Omar Andrade', 'Sang Guun Yoo', 'Luis Tello-Oquendo', 'Iván Ortiz-Garcés']",9,"Smart cities exploit emerging technologies such as Big Data, the Internet of Things (IoT), Cloud Computing, and Artificial Intelligence (AI) to enhance public services management. The use of IoT allows detecting and reporting specific parameters related to different domains of the city, such as health, waste management, agriculture, transportation, and energy. LoRa technologies, for instance, are used to develop IoT solutions for several smart city domains thanks to its available features, but sometimes people (i.e., citizens, information technology administrators, or city managers) might think that these available features involve cybersecurity risks. This study explores the cybersecurity aspects that define an assessment model of cybersecurity maturity of IoT solutions to develop smart city applications. In that sense, we perform a systematic literature review based on a top-down approach of cybersecurity incident response in IoT ecosystems. Besides, we propose and validate a model based on risk levels to evaluate the IoT cybersecurity maturity in a smart city."
256,256,p-Power Exponential Mechanisms for Differentially Private Machine Learning,/document/9618957/,2021,"['Yanan Li', 'Xuebin Ren', 'Fangyuan Zhao', 'Shusen Yang']",0,"Differentially private stochastic gradient descent (DP-SGD) that perturbs the clipped gradients is a popular approach for private machine learning. Gaussian mechanism GM, combined with the moments accountant (MA), has demonstrated a much better privacy-utility tradeoff than using the advanced composition theorem. However, it is unclear whether the tradeoff can be further improved by other mechanisms with different noise distributions. To this end, we extend GM (
 p=2p=2p=2 
) to the generalized 
 ppp 
-power exponential mechanism (
 ppp 
EM with 
 p>0p>0p>0 
) family and show its privacy guarantee. Straightforwardly, we can enhance the privacy-utility tradeoff of GM by searching noise distribution in the wider mechanism space. To implement 
 ppp 
EM in practice, we design an effective sampling method and extend MA to 
 ppp 
EM for tightly estimating privacy loss. Besides, we formally prove the non-optimality of GM based on the variation method. Numerical experiments validate the properties of 
 ppp 
EM and illustrate a comprehensive comparison between 
 ppp 
EM and the other two state-of-the-art methods. Experimental results show that 
 ppp 
EM is preferred when the noise variance is relatively small to the signal and the dimension is not too high."
257,257,Depression Prevalence in Postgraduate Students and Its Association With Gait Abnormality,/document/8918399/,2019,"['Jing Fang', 'Tao Wang', 'Cancheng Li', 'Xiping Hu', 'Edith Ngai', 'Boon-Chong Seet', 'Jun Cheng', 'Yi Guo', 'Xin Jiang']",11,
258,258,A Simple Self-Tuning Resonant Control Approach for Power Converters Connected to Micro-Grids With Distorted Voltage Conditions,/document/9274418/,2020,"['Jaime Addin Rohten', 'Jose Javier Silva', 'Javier A. Muñoz', 'Felipe A. Villarroel', 'David N. Dewar', 'Marco E. Rivera', 'Jose R. Espinoza']",2,"Over the last few decades, the consolidated goal of reducing greenhouse gasses has increased the relevance of renewable energy research, electromobility, energy storage, and distributed generation, micro-grids, among others. Micro-grids, systems working in islanding mode, are particular cases where some disadvantages are present due to the wide variations which may appear across their electrical quantities. Variations on the voltage amplitude and the frequency are intrinsic in the operation of weak grids, because they have low inertia and therefore the load must be able to cope with these variations, otherwise loads may trip electrical system protection. Particularly, on power electronic drives, these frequency deviations will lead to increased system nonlinearities, entailing a more critical controller design. To overcome these issues, this paper presents an implementation of a resonant controller with self-tuned gains. The strategy imposes a constant sampling time which allows these controllers to be used in variable frequency environments. In addition, the computational capacity required for the digital board is also considered. The simulated and experimental results provided demonstrate the good performance of this proposal."
259,259,"BERT, XLNet or RoBERTa: The Best Transfer Learning Model to Detect Clickbaits",/document/9617586/,2021,"['Praboda Rajapaksha', 'Reza Farahbakhsh', 'Noel Crespi']",0,"Clickbait can be a spam or an advert which more often provides a link to commercial website and it can also be a headline to news media website which makes money from page views by providing eye-catchy headlines with deceptive news. This paper focuses on the latter definition in order to identify news clickbaits that are published in Twitter. The aim of this work is to use recent Transfer Learning models to detect news clickbaits by adding various configuration changes to the existing models. Based on the author’s knowledge, this is the first attempt to adapt Transfer Learning to classify Clickbaits in social media. In this work we fine-tuned BERT, XLNet and RoBERTa models by integrating novel configuration changes into their default architectures such as model expansion, pruning and data augmentation strategies. Webis Clickbait dataset was used to train these models and the best performed model at the Webit Clickbait competition 2017 was considered as our benchmark. The analyses in this work are mainly focused on eight different scenarios after applying several fine-tuning approaches and model configuration changes to the default Transfer Learning models. The results shown that, our modified Transfer Learning approaches outperformed the considered benchmark. In our experiments, the best performed Transfer Learning model was RoBERTa with the integration of an additional non-linear layer with the hidden output tensor. this configuration has achieved 19.12% more accuracy in compared to the benchmark model for the binary classification. There is no significant performance improvement when each model expanded by adding an extra RNN layer(s). Apart from that, we experimented with another labelled clickbait dataset (Kaggle clickbait challenge) to explore the performance of our fine-tuned models under different scenarios."
260,260,An Enhanced Naive Bayes Model for Dissolved Oxygen Forecasting in Shellfish Aquaculture,/document/9279333/,2020,"['Dashe Li', 'Jiajun Sun', 'Huanhai Yang', 'Xueying Wang']",1,"It is difficult to predict dissolved oxygen values because they are disordered and nonlinear. Accurate prediction of dissolved oxygen in shellfish aquaculture plays an important role in improving shellfish production, and a reliable model is needed to accurately predict dissolved oxygen values. Therefore, in this paper, an enhanced naive Bayes (NB) model is proposed. Due to the excessive number of different dissolved oxygen values, their direct use as input samples will result in overly few training set categories for each value, which reduces the prediction accuracy. Therefore, the dissolved oxygen differential series dataset is used as the input data to reduce the number of training set categories and improve the training accuracy. To increase the number of samples in the training set, the sliding window concept from network communication protocols is used to partition the differential sequence dataset and generate the features and labels of the training set. The values were predicted as categories, and the dissolved oxygen data were accurately predicted by selecting the labels that correspond to the posterior probability maxima of all training samples. Finally, the algorithm is used to predict the dissolved oxygen data from February 18, 2016, to January 31, 2020, in Yantai, Shandong Province, China. The dissolved oxygen data of a shellfish farm were trained and predicted, and the best values of the feature lengths were optimized by analyzing their effects on the predicted dissolved oxygen values. The proposed algorithm has significantly improved the mean absolute error (MAE), root mean square error (RMSE), and mean absolute percentage error (MAPE) compared to the advanced algorithms. The results of the Diebold-Mariano test and 10-fold cross-validation also show that the proposed algorithm has a higher prediction accuracy."
261,261,Interplay Between γ–Ray Irradiation and 3DEG for Dosimeter Applications,/document/9724229/,2022,"['Khushwant Sehra', 'Vandana Kumari', 'Poonam Kasturi', 'Mridula Gupta', 'Meena Mishra', 'Dipendra Singh Rawal', 'Manoj Saxena']",0,"This work investigates the cumulative dose 
60
Co gamma (
 γ\gamma 
) – ray irradiation effects on enhancement mode HEMT devices inheriting 3D – Electron and Hole Gases for dosimeter applications. The devices are irradiated through a 
60
Co source and demonstrate the enhancement in the drain current metrics. To elucidate, the said devices were irradiated through different mechanisms and the Compton effect was investigated through contour plots via TCAD simulations. The degradation of Schottky Gate contact and insulator charging affects the 2D – Hole Gas at the GaN cap and thereby affects the bottleneck at the 3DEG sheet. This significantly affects the OFF – state leakage components of the said device and can therefore be exploited for potential use in sensing and dosimeter applications. The leakage components can be exploited further to improve the linearity of the dosimeter by considering different grading profiles of the AlGaN layer. In this regard, a workflow for optimizing the sensitivity and linearity of the dosimeter through different graded profiles is also presented. Amongst all, gaussian graded profiles have been identified as the best – case scenario considering the sensitivity and exhibiting a linear operation."
262,262,Comparing Advanced Control Strategies to Eliminate Stick-Slip Oscillations in Drillstrings,/document/9686701/,2022,"['Jean Auriol', 'Islam Boussaada', 'Roman J. Shor', 'Hugues Mounier', 'Silviu-Iulian Niculescu']",0,"In this paper, we present three methods to achieve reliable drillbit angular velocity control for deep drilling operations. We consider a multi-sectional drilling system with the bit off-bottom, which represents the system at the start-up of a drilling operation, e.g., after a connection. The three control procedures are all based on a distributed model for the drilling system. The proposed model has been field validated and considers Coulomb friction between the drillstring and the borehole. The first algorithm we propose combines the industry standard ZTorque controller with a feedforward component. The second procedure is based on a multiplicity-induced-dominancy (MID) design that corresponds to a pole-placement for the downhole state. Finally, the last class of controllers relies on a recursive interconnected dynamics framework. All the controllers are combined with a disturbance rejection procedure whose design is based on a switching-mode approach. These three algorithms are illustrated in simulations with field scenarios on several test-cases. Their complexities, effectiveness and limitations regarding industrial implementation criteria are discussed."
263,263,On Modeling Link Flooding Attacks and Defenses,/document/9628119/,2021,"['Xin Wang', 'Xiaobo Ma', 'Jiahao Peng', 'Jianfeng Li', 'Lei Xue', 'Wenjun Hu', 'Li Feng']",0,"The emerging link flooding attacks (LFAs) are one type of attacks that attract significant attention in both academia and industry against the routing infrastructure. The attack traffic flows originating from bots (e.g., compromised IoT devices) are deliberately aggregated at upstream critical links and grow intensified, gradually making a network connected to the critical links disconnected. Although LFAs are far more sophisticated than traditional DDoS attacks, whether such sophistication comes without a downside has never been investigated. In this paper, by modeling link flooding attacks and defenses, we tackle a series of questions concerning the practical issues of LFAs. Specifically, from the perspective of attacks, we advance a novel notion of 
strike precision
, and reveal that LFAs may exhibit 
attack interference
 (i.e., unexpectedly interfere the connectivity of innocent networks) which might undermine the stealthiness and persistence of LFAs. From the perspective of defenses, we make the first step to study 
attack intention
, i.e., inversely inferring the target network to disconnect based on the identified links under attack. Furthermore, we consider a strong defender who employs traffic engineering to mitigate LFAs, and formulate the game-theoretic interactions between attackers and defenders. The experiment results show that attack interference is pervasive, and our proposed SPAH flooding strategy can substantially lower attack interference and increase strike precision. Moreover, we demonstrate that LFAs can be effectively mitigated based on traffic engineering from a game-theoretic perspective, wherein the defender can adopt non-cooperative measurement techniques to achieve light-weight and multi-protocol-based robust probe deployment."
264,264,Exploring the Dynamic Voltage Signature of Renewable Rich Weak Power System,/document/9274315/,2020,"['Saeed Alzahrani', 'Rakibuzzaman Shah', 'Nadarajah Mithulananthan']",1,"Large-scale renewable energy-based power plants are becoming attractive technically and economically for generation mix around the world. Nevertheless, network operation has significantly changed due to the rapid integration of renewable energy in supply side. The integration of more renewable resources, especially inverter-based generation, deteriorates power system resilience to disturbances and substantially affects stable operations. The dynamic voltage stability becomes one of the major concerns for the transmission system operators (TSOs) due to the limited capabilities of inverter-based resources (IBRs). A heavily loaded and stressed renewable rich grid is susceptible to fault-induced delayed voltage recovery. Hence, it is crucial to examine the system response upon disturbances, to understand the voltage signature, to determine the optimal location and sizing of grid-connected IBRs. Moreover, the IBRs fault contribution mechanism investigation is essential in adopting additional grid support devices, control coordination, and the selection of appropriate corrective control schemes. This article utilizes a comprehensive assessment framework to assess power systems' dynamic voltage signature with large-scale PV under different realistic operating conditions. Several indices quantifying load bus voltage recovery have been used to explore the system' s steady-state, transient response, and voltage trajectories. The recovery indices help extricate the signature and influence of IBRs. The proposed framework's applicability is carried out on the New England IEEE - 39 bus test system using the DIgSILENT platform."
265,265,Corrections to “Complex Permittivity of NaOH Solutions Used in Liquid-Metal Circuits”,/document/9611367/,2021,"['Kareem S. Elassy', 'M. Arifur Rahman', 'Nicholas S. Yama', 'Wayne A. Shiroma', 'Aaron T. Ohta']",0,"In the above article 
[1]
, 
Table 1
, Figs. 4 and 5, and Appendices A and B of the associated supplementary materials unfortunately contain minor errors. This article serves to correct those errors."
266,266,Adversarial Learning and Interpolation Consistency for Unsupervised Domain Adaptation,/document/8913529/,2019,"['Xin Zhao', 'Shengsheng Wang']",2,"Unsupervised domain adaptation (UDA) aims to learn a prediction model for the target domain given labeled source data and unlabeled target data. Impressive progress has been made by adversarial learning-based methods that align distributions across domains through deceiving a domain discriminator network. However, these methods only try to align two domains and neglect the boundaries between classes, which may lead to false alignment and poor generalization performance. In contrast, consistency-enforcing methods exploit the target data posterior distribution to make the target features far away from decision boundaries. Despite their efficacy, these approaches require additional intensity augmentation to align distributions when encountering datasets with large domain discrepancy. To solve the above problems, we propose a novel UDA method that unifies the adversarial learning-based method and consistency-enforcing method together to take both domain alignment and boundaries between classes into consideration. In addition to the supervised classification on the source domain and the adversarial domain adaptation, we introduce interpolation consistency into the UDA task. To be specific, we first construct robust and informative pseudo labels for target samples, and then we encourage the prediction at an interpolation of unlabeled target samples to be consistent with the interpolation of the pseudo labels of these samples. The extensive empirical results demonstrate that our method achieves state-of-the-art results on both digit classification and object recognition tasks."
267,267,SEQ2SEQ++: A Multitasking-Based Seq2seq Model to Generate Meaningful and Relevant Answers,/document/9638628/,2021,"['Kulothunkan Palasundram', 'Nurfadhlina Mohd Sharef', 'Khairul Azhar Kasmiran', 'Azreen Azman']",0,"Question-answering chatbots have tremendous potential to complement humans in various fields. They are implemented using either rule-based or machine learning-based systems. Unlike the former, machine learning-based chatbots are more scalable. Sequence-to-sequence (Seq2Seq) learning is one of the most popular approaches in machine learning-based chatbots and has shown remarkable progress since its introduction in 2014. However, chatbots based on Seq2Seq learning show a weakness in that it tends to generate answers that can be generic and inconsistent with the questions, thereby becoming meaningless and, therefore, may lower the chatbot adoption rate. This weakness can be attributed to three issues: question encoder overfit, answer generation overfit, and language model influence. Several recent methods utilize multitask learning (MTL) to address this weakness. However, the existing MTL models show very little improvement over single-task learning, wherein they still generate generic and inconsistent answers. This paper presents a novel approach to MTL for the Seq2Seq learning model called SEQ2SEQ++, which comprises a multifunctional encoder, an answer decoder, an answer encoder, and a ternary classifier. Additionally, SEQ2SEQ++ utilizes a dynamic tasks loss weight mechanism for MTL loss calculation and a novel attention mechanism called the comprehensive attention mechanism. Experiments on NarrativeQA and SQuAD datasets were conducted to gauge the performance of the proposed model in comparison with two recently proposed models. The experimental results show that SEQ2SEQ++ yields noteworthy improvements over the two models on bilingual evaluation understudy, word error rate, and Distinct-2 metrics."
268,268,Hierarchically Structured Flexible Electrode on Polyimide for Highly Sensitive and Reliable Biosignal Acquisition,/document/9716141/,2022,"['Jinpyeo Jeung', 'Inyeol Yun', 'Yunsik Kim', 'Suwon Seong', 'Yoonyoung Chung']",0,"Numerous wearable biomedical devices are developed for the continuous monitoring of personal health or condition. Biosignals acquisition with high sensitivity is important for designing wearable biomedical devices. A sensing electrode between the human body and wearable electronics significantly affects the sensitivity of the sensors. In this study, we fabricated hierarchically structured flexible electrodes on polyimide substrate (HSFE-PI) using micro-casting technique and gold nanoparticles electrodeposition. Polyimides provides robust and outstanding electrical characteristics, and the reliability of HSFE-PI was verified with a cyclic bending test. The integration of hierarchical structures significantly increased the surface area of the electrode by 2.06 times. We applied the HSFE-PI for electromyogram (EMG) and glucose sensing applications and achieved high sensitivity enhancement in both applications. The signal-to-noise ratio (SNR) of measured EMG signals was increased by 2.48 times, and the sensitivity of the glucose detection was increased by 1.42 times compared to the planar counterpart."
269,269,A Case Study on the Monitor Mode Passive Capturing of WLAN Packets in an On-the-Move Setup,/document/9610049/,2021,"['Ajay Prasad', 'Sourabh Singh Verma', 'Priyanka Dahiya', 'Anil Kumar']",0,"Monitor mode packet capturing of WLAN is used to derive Access points and devices in the range for localization or occupancy purposes. The general modality of capturing and analysis in almost all available studies is to capture packets by being static (STT) at a location and indoors. In STT mode, the beacon and probe packets extract insights about the localization of devices and occupancy estimation. We propose scanning a predetermined path in an urban locality on the move (OTM) using monitor mode WLAN packet capturing. We also propose that in OTM, devices (STA) and Access Points (APs) can be traced from other packets like CTS, ATS, and ACKs apart from beacons and frames. We performed a case study of monitor mode packet capturing in an on-the-move and outdoor setup. The primary focus of the study was to validate the OTM modality and the methodology of detecting devices and APs. We studied all the packet types that were captured, including Beacons and Probes. The sensed devices and APs counts using probe and beacon packets were compared with the sensed devices, and APs counts using the new methodology. We found that considering other packets helps detect a more significant number of devices and APs. We also found that channel hoping strategy plays an essential role in maximizing the sensed items. The overall exercise revealed that the air is full of WLAN/Wi-Fi traffic, and using OTM can assimilate lots of valuable data and generate relevant information for various purposes. Essentially, on-the-move outdoor capture setups can be used to produce Wi-Fi access points and user devices related heat maps of the scanned locations. This can be useful in many governance and related matters. Briefly, we put forward an application architecture for the same."
270,270,An eXtreme Gradient Boosting Algorithm Combining Artificial Bee Colony Parameters Optimized Technique for Single Sand Body Identification,/document/9623534/,2021,"['Renze Luo', 'Liang Guo', 'Xingyu Li', 'Juanjuan Tuo', 'Canru Lei', 'Yang Zhou']",0,"Due to the problems of traditional artificial single sand body identification methods such as strong subjectivity, heavy workload and low efficiency, we propose a fast and objective ABC-XGBoost. The algorithm consists of two parts: eXtreme gradient boosting (XGBoost) and artificial bee colony algorithm (ABC). XGBoost introduces a regular term, which can effectively prevent overfitting, and uses the second derivative to make the identification result more accurate. However, a large number of parameters in XGBoost need to be adjusted manually, which affects the efficiency of the algorithm. In this regard, ABC is used to optimize the parameters based on XGBoost, and then the single sand body can be identified quickly and effectively. We take the 
C6
 
 _{1}^{2}21_{1}^{2} 
 oil-bearing layer in the second area of Dalugou, Jing’an Oilfield as the research object, and use the ABC-XGBoost to identify the single sand body in the research area. Based on the reasonable selection of physical parameter data and logging data, the partition and interlayer data should be eliminated first to avoid data redundancy. The results indicate that ABC-XGBoost is more efficient and accurate than the existing mainstream machine algorithms, such as support vector machines (SVM), random forests (RF), and XGBoost using trial and error tuning under the same logging data and computer hardware conditions. The accuracy can reach 90.6%, which has certain practical application value in the middle and late development of oil and gas fields."
271,271,A Complex Event Processing-Based Online Shopping User Risk Identification System,/document/8911377/,2019,"['Zhuojing Ma', 'Wangyang Yu', 'Xiaojun Zhai', 'Menghan Jia']",4,
272,272,Enhanced Model Predictive Control-Based STATCOM Implementation for Mitigation of Unbalance in Line Voltages,/document/9294002/,2020,"['Ahmed Samir Emam', 'Ahmed M. Azmy', 'Essam M. Rashad']",2,"This paper presents detailed implementation of static synchronous compensator (STATCOM) based on model predictive control (MPC) for mitigating unbalance in line voltages. The main objective is to evaluate the capability of an enhanced MPC state-space model that can be applied in a general form for any power system. The proposed enhanced MPC state-space model presented in this paper is adapted for mitigating unbalanced voltages at nominated buses by injecting suitable unbalanced currents and reactive powers by STATCOM. In addition, a proposed MPC objective function is developed and implemented to predict STATCOM injected output current according to line voltages of adjacent buses. This enables expecting the fluctuations from any part in the network to maintain nominated bus voltage at reference value. The results of MPC technique are compared with the same MPC technique developed for balanced line voltage mode."
273,273,Proof of Pseudonym: Blockchain-Based Privacy Preserving Protocol for Intelligent Transport System,/document/9638655/,2021,"['S. Johar', 'N. Ahmad', 'A. Durrani', 'G. Ali']",0,"Intelligent Transportation System is the future for safe and secure transportation. Vehicles in the ITS share basic safety information which can prompt the disclosure of the real identity of the vehicles. Thus, adversaries can misuse these safety messages. Pseudonyms are alias granted to vehicles by trusted authorities to conceal their original identities. To avoid linkability, various pseudonym generation and distribution protocols have been proposed. Such protocols pose overheads in the system as they are performed by Central Authorities. Therefore, re- utilizing the existing pseudonyms through shuffling is the most optimal mechanism for ITS. The Blockchain is a digital ledger and tamper-resistant record of transactions. It eliminates the need for central authority as well as provides anonymity of transactions resulting in more secure and privacy-protected solutions. To handle distribution optimization issues in the pseudonym shuffling process without a central authority, the blockchain is used with its distributed consensus. The shuffling results are logged in blocks as transactions. Pseudonym shuffle randomness is achieved via blockchain and it provides robustness in the structure. When one system fails, the rest would continue to work. The method also provides a fully traceable record in case of certification revocation. The existing blockchain-based pseudonym shuffling mechanism uses traditional consensus algorithms to support the cryptography operation. This leads to overhead in terms of execution time and memory usage. This research proposes Proof of Pseudonym consensus protocol for the shuffling scheme to improve the efficiency of consensus as compared to Proof of Work, Proof of Kernel Work and, Proof of Elapsed Time in terms of time and memory. The execution time of Proof of Pseudonym is shorter than other algorithms. The security and privacy analysis revealed that our scheme achieves identity privacy, unlinkability, and non-repudiation properties. Threat ..."
274,274,The Datacube Reconstruction Approach for Compressed Sensing Image Mapping Spectrometer (CSIMS),/document/8937541/,2019,"['Xiaoming Ding', 'Xiaocheng Wang']",1,
275,275,Lightweight Secure Message Delivery for E2E S2S Communication in the IoT-Cloud System,/document/9274321/,2020,"['Mustafa A. Al Sibahee', 'Songfeng Lu', 'Zaid Ameen Abduljabbar', 'Xin Liu', 'Hemn Barzan Abdalla', 'Mohammed Abdulridha Hussain', 'Zaid Alaa Hussien', 'Mudhafar Jalil Jassim Ghrabat']",2,"The continuous increase in the use of smart devices and the need for E2E smart2smart (S2S) services in IoT systems play effective and contemporary roles in the field of communication, and a large amount of resources is required. Thus, IoTs and cloud computing must be integrated. One of the results of this integration is the increase in the number of attacks and vulnerabilities in the E2E S2S message delivery service of such an IoT-cloud system. However, none of the traditional security solutions can be sufficiently regarded as a secure and lightweight mechanism for ensuring that the security requirements for E2E S2S message transmission in the IoT-cloud system are fulfilled. This work aims to provide an efficient and secure, lightweight E2E S2S message delivery function, which includes the E2E S2S secure key and biometric parameter exchange function, a bio-shared parameter and bio-key generation function, secure lightweight E2E S2S communication negotiation and secure E2E S2S lightweight message delivery. The secure, lightweight cryptographic communication procedure is negotiated between a pair of smart devices during each E2E session to minimize the power consumption required of limited-energy devices. Such a negotiation process prevents known attacks by providing responsive mutual authentication. Lightweight message delivery by the two smart devices can satisfy the basic security requirements of E2E communication and ensure that the computational cost required for a real-time system is as low as possible."
276,276,Analysis of Connected Arrays and Capacitively Coupled Arrays,/document/9727113/,2022,"['Seyed Mahdi Hosseini', 'Zahra Atlasbaf']",0,"The concept of connected and capacitively coupled dipoles in a planar array, which improves wideband performance, is investigated. A long wire with multiple feeds acts as an array in connected arrays, whereas a capacitively coupled array uses capacitors between array elements. Both approaches attempt to approximate the current sheet of Wheeler. Using spectral Green’s function, the array active impedance is calculated. The impedance mismatch of a connected/capacitively coupled dipole array is less than that of an array of unconnected dipoles of the same size. Both direct and capacitive connections can be used to design a wideband array antenna with a ground plane, although capacitive coupling performs better than a direct connection. This fact resulted from numerous analytical studies using infinite dipole array scan (active) impedance endorsed by full-wave simulations using CST MWS. The maximum mismatch losses over the frequency band for different source (reference) impedances are used to find the best solution at the broadside. The average reflected power over all scan angles is applied, for the scan performance, and then, the maximum average mismatch loss over the frequency band is investigated."
277,277,Dynamic Analysis of User-Role and Topic-Influence for Topic Propagation in Social Networks,/document/9606746/,2021,"['Jing Wang', 'Hui Zhao']",0,"Hot events spread quickly on social networks. Predicting event diffusion on social networks, also known as topic propagation, is an important task. The two important factors that affect topic propagation are users and topics, and both users’ roles and topics’ influences are time dependent on social networks. However, existing studies have largely overlooked this fact, so topic propagation prediction is still a major challenge. In this paper, a Topic Propagation Prediction method is proposed based on Dynamic Analysis of user-role and topic-influence, named TPP-DA, which predicts the topic propagation on social networks from both users’ and topics’ perspectives. First, we introduce a temporal perspective to improve the static analysis to the dynamic analysis of user-role, which is more adaptable to the changeable user-roles on social networks. Second, we introduce a metric called the topic heat to dynamically analyze the topic-influence on a single user and social group. Third, we combine the dynamic analysis of user-role and topic-influence with a weighted probability model to accurately predict topic propagation trends. The weights are determined by the dynamic analysis of user-role and topic-influence. Finally, several experiments are conducted to evaluate TPP-DA. Compared with TPP, the average error rate of TPP-DA is reduced by approximately 33%, which proves the efficiency of TPP-DA."
278,278,A Hybrid Reinforcement Learning-Based Model for the Vehicle Routing Problem in Transportation Logistics,/document/9631282/,2021,"['Thananut Phiboonbanakit', 'Teerayut Horanont', 'Van-Nam Huynh', 'Thepchai Supnithi']",0,"Currently, the number of deliveries handled by transportation logistics is rapidly increasing because of the significant growth of the e-commerce industry, resulting in the need for improved functional vehicle routing measures for logistic companies. The effective management of vehicle routing helps companies reduce operational costs and increases its competitiveness. The vehicle routing problem (VRP) seeks to identify optimal routes for a fleet of vehicles to deliver goods to customers while simultaneously considering changing requirements and uncertainties in the transportation environment. Due to its combinatorial nature and complexity, conventional optimization approaches may not be practical to solve VRP. In this paper, a new optimization model based on reinforcement learning (RL) and a complementary tree-based regression method is proposed. In our proposed model, when the RL agent performs vehicle routing optimization, its state and action are fed into the tree-based regression model to assess whether the current route is feasible according to the given environment, and the response received is used by the RL agent to adjust actions for optimizing the vehicle routing task. The procedure repeats iteratively until the maximum iteration is reached, then the optimal vehicle route is returned and can be utilized to assist in decision making. Multiple logistics agency case studies are conducted to demonstrate the application and practicality of the proposed model. The experimental results indicate that the proposed technique significantly improves profit gains up to 37.63% for logistics agencies compared with the conventional approaches."
279,279,A Hybrid Approach and Unified Framework for Bibliographic Reference Extraction,/document/9279259/,2020,"['Syed Tahseen Raza Rizvi', 'Andreas Dengel', 'Sheraz Ahmed']",0,"Publications are an integral part of a scientific community. Bibliographic reference extraction from scientific publication is a challenging task due to diversity in referencing styles and document layout. Existing methods perform sufficiently on one dataset however, applying these solutions to a different dataset proves to be challenging. Therefore, a generic solution was anticipated which could overcome the limitations of the previous approaches. The contribution of this paper is three-fold. First, it presents a novel approach called DeepBiRD which is inspired by human visual perception and exploits layout features to identify individual references in a scientific publication. Second, we release a large dataset for image-based reference detection with 2401 scans containing 38863 references, all manually annotated for individual reference. Third, we present a unified and highly configurable end-to-end automatic bibliographic reference extraction framework called BRExSys which employs DeepBiRD along with state-of-the-art text-based models to detect and visualize references from a bibliographic document. Our proposed approach pre-processes the images in which a hybrid representation is obtained by processing the given image using different computer vision techniques. Then, it performs layout driven reference detection using Mask R-CNN on a given scientific publication. DeepBiRD was evaluated on two different datasets to demonstrate the generalization of this approach. The proposed system achieved an AP50 of 98.56% on our dataset. DeepBiRD significantly outperformed the current state-of-the-art approach on their dataset. Therefore, suggesting that DeepBiRD is significantly superior in performance, generalized, and independent of any domain or referencing style."
280,280,A New Algorithm for Displaying Images With High Resolution Using a Directional Volumetric Display With Threads and a Projector,/document/9701342/,2022,"['Tomoya Imamura', 'Mitsuru Baba', 'Naoto Hoshikawa', 'Hirotaka Nakayama', 'Tomoyoshi Ito', 'Atsushi Shiraki']",0,"Using threads and a projector, a directional volumetric display capable of moving images and full-color representation was developed in our previous work. However, the horizontal resolution of the directional volumetric display could only achieve 20 pixels with 400 threads. Further, the conventional algorithm requires P squared threads per P horizontal pixels of the input image. Because it is difficult to place a large number of threads, thus, a new algorithm for developing projected images to improve the directional volumetric display’s resolution was proposed. It is feasible to display images of P pixels with at least P threads using this technique. However, the higher the resolution, the lower the image quality in the proposed algorithm. Thus, it was verified how many threads can be used to display high-resolution images without degrading the image quality. Further, by representing the horizontal resolution of the input image with 5–6 threads per pixel, it is possible to display high-resolution images while maintaining the image quality. The proposed technique can display 64 pixels per 384 threads, whereas the conventional method can only display 20 pixels input images per 400 threads."
